"text","likesCount","profileName","commentsCount"
"Kaite haru padhna auxa vane pahile yo padhao ani tesh paxi halla garaula chor haru....

कैलास सिरोहियालाई कुनकुन आधारमा पक्राउ गरियो त ? 
१) निज कैलास सिरोहियाले धनुषाबाट ३९६९८८८६ नम्बरको नेपाली नागरिकता प्रमाणपत्र लिएको तर निजले नागरिकता लिनुपुर्व उक्त नम्बर शीवजी साहु तेलीको नाममा रहेको । 

२) जिल्ला प्रशासन धनुषाको चलानी नम्बर १३२१३, मिति २०८१।०१।२०को पत्रअनुसार प्राप्त जवाफमा ०३३।०३४ को बालिग रेकर्डमा बिदेशी बाबु आमाबाट नेपाल अधिराज्यमा जन्म भएका नागरिकको नागरिकताको दर्ता कितावमा नाम दर्ता रहेको देखिनुका साथै घासीराम मारवाडी सिरोहियाको सन्तानहरु गोपाल प्रसाद सिरोहिया,गोबिन्द प्रसाद सिरोहिया र पुनम कुमारी सिरोहियाको नागरिकता अंगिकृत नेपाली भएको र नाम प्रष्ट नभएको कैलास प्रसाद सिरोहियाको नागरिकता बंशज भएको देखिएको । 

३) निज कैलास सिरोहियाले वि.सं. २०५७।०६।२९ मा नागरिकताको प्रतिलिपि लिँदा जिप्रकाको धनुषाको रेकर्ड पुस्तिका ढड्डामा फोटो सहितको अभिलेख अधिकारप्राप्त अधिकारीको दस्तखत गरेको नपाइएको, जन्ममिति महलमा १८ वर्ष उमेर उल्लेख गरेको पाइएको उक्त रेकर्डमा जन्ममिति उल्लेख नगरेको । 

४) सोही ब्यहोराको निज ब्यत्तिले प्राप्त गरेको नागरिकताको प्रतिलिपिमा जन्म मितिको महलमा १८वर्ष र कोष्टमा जन्ममिति २०१९।०८।२९ समेत लेखेको पाइएको हुँदा जन्ममितिमा उल्लेखित अंकको आकृति उक्त प्रतिलिपिमा उल्लेख भएको उमेर र अन्य अंकहरुको आकृतिसँग मेल नखाएको तथा फरक देखिएकोले पछि कोष्टमा जन्ममिति थपि किर्ते गरेको देखिएको

५) निज कैलास सिरोहियाले प्रथम पटक प्राप्त गरेको नागरिकवताको प्रमाणपत्रको जारी मितिको महलमा २०३६।५।२५ जन्ममितिको महलमा १८ वर्ष उल्लेख गरेको पाइएको तर निजले २०५७।०६।२९ मा प्राप्त गरेको नागरिकताको पहिलो प्रतिलिपीमा जन्म मितिकोे महलमा १८वर्ष जन्ममिति २०१९।०८।२९ लेखेको पाइएकोले उमेर, जन्म मिति र नागरिकताको जारी मितिबीच उमेर हिसाव गर्दा १६ वर्ष८ महिना हुन आएकोले उल्लेखित १८ वर्ष उमेर मेल नखाएको ।

६) निज कैलास प्रसाद सिरोहियाले नागरिकता लिँदा पेश गरेको कागजातहरु अभिलेखमा फेला नपरेको । 

यी आधारमा पक्राउ गरेका हुन् कैलास सिरोहियाले नागरिकता लिँदा बंशजका आधारमा लिने चलन दिएन । नागरिकता ऐन कडा थियो । काँग्रेसलगायत बाबुराम र जतिपनि साउथ ब्लक, रअ( RAW)का एजेन्ण्ट छन् उनीहरुले यी विषयलाई विषयाान्तर गरेर राजनीतिक प्रतिशोध गरेको हो भन्नु भनेको रअले उनीहरुलाई जे निर्देशन दिएको छ त्यै गर्नु हो ।","0","Ashish Neupane",
"नेपाली  काे बाैदिकता   जाँदै छ कता  कठै बरा धेरै  भए टुहुरा","0","Harish Chandra Wagle",
"Rip kantipur","0","Dipendra Khatri",
"सिधा कुराको डार्क फाइललाइ अदालति हस्तक्षेपरुपि भालाले घोप्दा कहा थिए इ अन्तर्राष्ट्रिय माफियाहरु?","1","Sanjay Lama",
"मुद्दा नागरिता को छ न कि प्रेस को","1","Khurshid Ansari",
"Dhoti lai India tirA lakhatnu parxa yati nepali le India ma asto gareko vaya aja k halat garahute indian haru le kalpana garam ta?","0","Mohan Ghimire",
"कानुनको दज्जि उडाउनेलाई कानुन लाग्दैन हो ??? कान्तिपुर","1","Bikky Kunwar",
"Boycott kantipur go back","0","Rajesh Karki",
"म्याद थप गरिएको सूचना दे त.... कान्तिपुरे पत्रुकारहरू !! 
बुहारी नानिलाई आझै केहि दिन एउटा थाल कम माझ्नु पर्ने जानकारी गराउन चाहन्छु!! 🤣🤣
धन्यवाद!! 🙏🏼🙏🏼","1","Sujan Shrawan Phuyal",
"तेरो कुरा कसैले पत्याउदैनन अब","3","Rabindra Khadka",
"These so called journalists are completely clueless in regards to public opinion about them, shame !","0","Ghimire Bikash",
"एस्ता दुई पैसे प्रेस सस्था लाई मेरो माझी ओला😡😡","1","Kushal Timilsina","1"
"Kati rato piro bha ko ho kantipur sale .. tero malikle 2 ota naagrita rakheko cha ..... saale bhatmara patrkar🤛","1","Laxman Khatri",
"बिदेशी दलाल लाई देश निकाला गर्ने हो","1","सन्तोष सिंह ठकुरी",
"चोर कान्तिपुर मिदिया जेल मै कोच्नु पर्छ।","0","Jamesh Magar",
"मो सुजाव दिन आको.... Pls सबै ले boycott गरव कान्तिपुर💪","0","Rakesh Ra Yee",
"Bhaak mula kantipur","0","Rijan KC",
"फटाहा लाई जेल हाल्नु पर्छ","1","Prem Raj Joshi",
"Hoina tw raadabaan harulai thaxaina Tero malik faujdaari muddama pakdeko vanerw feri esma press swatantra ka bata aayo","0","Ashok Cerstha",
"ब्लाक्मेलर मिडिया मुर्दाबाद जिन्दगी भर जेल मा राख यस्लाइ सत्य लुकायर भ्रम को खेती गर्ने ???","1","पबित्रा अर्याल पौडेल",
"देश निकाला गर्नु पर्छ फटाहा","0","Arjun Dahal Purbeli",
"कान्तिपुर बहिस्कार","1","Shankar Dahal",
"ककसले रबि ले राम्रो गरेन भन्छ उसैकाे मात्रै समाचार छ याे कान्तिपुर मा आजभोलि अनि याे प्रेस स्वतन्त्रता रे","1","Kopil Timilsina",
"डार्क फायल खोल्दा कता गएका थिए यिनिहरु? लाज पचेका प्रेसवालाहरु थु 🤮","1","Ewraaz Kiran",
"Thaha xa timiharu thulai pahuch vayeka manxe hou.Lekhdeu vanesi uniharule lekhdinxan.","0","सचेत नागरिक-Conscious Citizens",
"Aru news xaina","1","Ram Hari Pandey",
"यहाँ प्रेस स्वतन्त्रताको नारालगाउनेहरु सबै बिकाउ प्रेस हुन आजको मुद्दा भनेको एउटा भारती नागरिकले बंशजको नागरिक कसरी बन्यो र एउटै ब्याक्ति सँग दुई वटा नागरिकता नम्बर कहाबाट आयो के गलत लाईमा ल्याउनु मा किन रुवाबाशी फालेको हड्डी खाएर कतिदिन बाच्छोउ रास्टघाती हो ?","0","Bachan Rai",
"Kailas siroya ko sampati jafat garera desh nikala garnu parcha","0","HA HA",
"झुट समाचार संप्रेसण गर्नेलाई पनि मुद्दा हाल्नपरो","1","Ra Zan",
"Kailash Sirehia is not a Nepali, he is a demon who kills the character of others and earns dollars by backmail, he is not a human being. His ancestral home is in Rajasthan (India). His father came to Nepal to do business, but according to the laws of Nepal, he also took the citizenship, but how did his son become a Nepali citizen...? Citizens of one country go to other countries to run wage labor businesses and earn money, but if they live in the country, they must follow the laws of that country. butBeing a citizen of Kailash Sirahia's descendants and running it as a media owner, it is possible to give permission to do black business and sell information in the name of democracy and democracy...? The media operated by Sirehia is above the law of Nepal.....? Can the law give exemption to media? Kailash Sirahia has also bought the respected Supreme Court, the character assassination of the innocent man who did backmail has been done by Kantipur media, Kailash Sirahia is a traitor, prose.,,,,,, [ i thank  the  government  of Nepal 🇳🇵","0","Jiven Chhetri",
"नागरिकताको केशलाई प्रेस स्वतन्त्रता संग दाज्न मिल्दैन हो कान्तिपुरका झोलेहरू ।।।।","0","Laxmi Narayana",
"प्रेस माफिया देश को सार्बभौमसत्ता लाई कसरी  खुइल्याउन सकिन्छ भनेर अहोरात्र कटिने कान्तिपुर लाई देश बाट लखेटिएन भने भाबी पुस्तालाई अझै खतरा छ","0","छेत्री राज",
"पाटिका ऋोलेहरु आचि खाओ","2","Madhu Pokhrel",
"दलालहरूको जमात ..","0","Suresh Shrestha",
"We hate kantipur and Kailash","0","Bijay Syangabo Tamang",
"Band kantipur","0","सुनिश्चित खतिवडा",
"देस द्रोही खान्तिपूर 
मुर्दाबाद","0","Yadav Mainali",
"बाहिर का दलाल पत्रकार हरु लाइ किन चासो हाम्रो  देशको मामिला","0","Devi Prashad Kharel",
"फटाहा मिडिया","1","Laxu Karki",
"Good luck Rabi dai 🍀","0","Manish Ghimire",
"कसरी बन्यो निर्दोष?

 ३ वटा नागरिकता, अङ्गीकृतको छोरासँग वंशजको नागरिकता । त्यही आरोपमा अनुसन्धान गर्न पक्राउ गर्दा प्रेस स्वतन्त्रता हनन् ? कि कान्तिपुरको साहुले जे अपराध गर्न पनि छुट हो ? कि उनी माथि अनुसन्धान गर्नै नहुने हो ? जसलाई आफ्नै (असली) नागरिकता कुन हो भन्ने समेत थाहा छैन, उनलाई मिडियाको साहु भएकै कारण जोगाइदिनुपर्ने ? अचम्म छ","1","Rajib Thapa",
"Rip jhole media","0","Last King",
"सिराेहिया बिस्वप्रसिद्ध बेकुब हाे।भारतीय कंग्रेस र नेपाली कंग्रेसकाे याे टट्टुकाे बुद्धि प्राय शून्य देखिएकाे छ।पत्रकार भएर गृहमन्त्री संग बारबार जाेरी खाेज्ने यसकाे हैसियत के ? हेर सिराेहिया ! यी गृहमन्त्रीले राजनीतिमा पसेर भ्रष्टाचार गरेकाे छैन।प्रधानमन्त्री र उपप्रधानमन्त्री भ्रष्टाचारमा नमुछिएकाेले नैतिकता उच्च छ।त्यसैले तिमिजस्तालाई किनारा लाउन गाराे पर्दैन। अन्यदलका नेताकाे भए तिम्राे तागत पुग्थ्याे यसमा पुग्दैन।सारा जनता प्रधानमन्त्री र गृहमन्त्रीकाे पक्षमा छन्।","0","Ramanath Dahal",
"यो चोर मिडिया हो","1","Khagendra Bhandari",
"किर्ते हरुलाइ कट्टा हान सरकार","0","Gokarna Bhattarai",
"https://www.diyopost.com/05/138273 rishi ji KO kanda link😊","0","Dipesh Khatri",
"देश मा आतंककारी भ्रम न्युज फैलाउने आतंककारी कान्तिपुर टिम लाई जेल हाल् सरकार कसैलाई न छोड।","0","Ramesh Dahal",
"सिरोहिया अध्यक्ष हो एउटा फटा सस्था को","0","Mahesh Khati",
"तेराे भारतिय धाेती साहु लाई भारत तिरै पठा कान्तिपुर फटाहा","1","Som Gurung",
"eKantipur ra sirohiya  Nepal ra Nepali janata lai chaidina!  
Press nafiya birudda yek haw !","0","Jitu Jung Chhetri",
"नागरिकता किर्ते गर्ने डाँकालाई जेलमै सडाउनुपर्छ !","0","Purna Khadka",
"Kun thau bat biirodh ako ho utai pathai diu nagrikta kirte gareko ma hadai sammako karbahi hunu parxa","0","Durga Bohara",
"Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur Boycott kantipur","0","Bhu Waan",
"यो कान्तिपुर बन्द भएपछि नेपालमा बल्ल प्रेस स्वतन्त्रता सुरु हुन्छ","1","Anup Rai",
"दलाल हरु","1","Kailash Dhamala",
"Timro malik desh drohi ho","1","Samir Rai",
"रोएर काम छैन भाईसाला हो कानुनतः कार्वाही अगाडी जो बढेको छ !!","1","K-shav B-st",
"सबै दलाल झोले मेडिया हुन","1","Bigreko Manxe Ma",
"फेक न्युज ।।।","0","Iman Jung Baniya",
"तेरो सिरोहिया कुकुर नेपाल लाई चाहिदैन  भारत तिर लगेर जा दलाल मिडिया","1","Peshal Thapa",
"दरबार भन्दा बलियो रहेको मिडियाको खोलमा माफियाहरुको समानान्तर सत्ता हो।","0","Basudev Adhikari",
"Yo kantipur lai nai band garda kaso hola Nepal ma , #ignore kantipur","0","Subash Katawal",
"Ti antarastriya sanstha harule Siroiya ra tinka saka santaan bidesh mai lage huncha.  Nepali janta lai chahidaina testa bidesi dalaal.","0","Anup Pandey Chhetry",
"प्रेश संग सम्बन्धित नै छैन व्यापारी संग हो।","1","Pdl Prakash",
"कान्तिपुर रअ को एजेन्ट हो - कान्तिपुर सिरोहियको स्वार्थ परिपूर्ति गर्ने blackmeling कम्पनि हो - प्रतिसोधा र पुर्बग्राही समाचार मात्र छाप्ने कान्तिपुर मिडिया group लाई बहिस्कार गरौ
कान्तिपुर इन्डिया को मिडिया hause हो 
गो ब्याक इन्डिया
पुरै मिडिया कैलाश सिरोहियको कब्जामा छ 
इन्डिया को जासुस मिडिया कान्तिपुर 
गो ब्याक इन्डिया
लामिछाने को काण्ड मात्र देख्ने कान्तिपुरले उसको गोठाले नेता र पाटी को काण्ड किन छाप्दैन,
जनार्दन शर्माले नेपाल स्टक इक्सचेन्ज को लाइसेन्स नदिदा उसलाई सिध्याउन स्वार्थको समाचार 
रबी लामिछाने ले कान्तिपुर को कर्तुत नंग्याउदा 
प्रतिसोध को friquently समाचार 
अजय सुमार्गी लाई लक्षित समाचार 
सबै सिरोहियाको blackmailing 
गर्ने कम्पनि हो कान्तिपुर","0","Aakash Poudel",
"ए, चुप न हौं अब त।
चल भक।🤣","0","Raii Pawan",
"हामीलाई लाग्ने कानुन त्यसलाई लाग्दैन कि ठुला बडाको कानुनी अर्को हुन्छ","1","Dipak Dhungel",
"कान्तिपुर नेपालको लागि घातक छ तेहि भएरा बैइस्कार गरौउ😁😁","0","Mahendra Gc",
"Chor kukur haru paisa MA bikne khate chor vartchari haru","0","Rajesh Ghimire",
"पहिला कान्तिपुर ले जन्ता को अभिमत बटुल्नु पर्यो, देस मा केही गर्छु भनेर आयको ब्य्क्ती क खेदी नखन्नु","1","छुचारा प्रशान्त",
"माइला भाई के समाचार लेखन पर्दैन 8 लाख 50 हजार को , कति हावा पोष्ट मात्र गरिरहेको नेपालि ले त कमेन्ट गर्न मात्र आउनेहो विस्वास कसैलाई छैन कन्तिपुर को

विदेशी मिडीयालाई  यति धेरै फुरसद छैन हावा र वकवास कुरा गरेर बस्न, साहै पिर लागेको हो भने उतै पढाईदेउ","0","Ramesh Bhandari",
"Money is Power, power 💥 is money 💰.","0","Dipesh Limbu",
"किर्ते  नागरिकता मा पक्राउ  पर्ने ,,प्रेस  स्वतन्त्रता  भन्दै उफ्रि रहेछ स्वाँठ  हरू","0","Narayan Prasad Ghimire",
"यस्को मालिकलाई अझै थिन सरकार","0","Tiluck Magar",
"Nispaxhya patrakarika ko dhabba haru hau timi haru.","0","Santosh Gurung",
"भारतीय दास हरुको रुवाबासी छ","1","Kiran ThapaKazzii",
"Kanun vanda Mathi kohi xain 
Yadi apradhi hun vane karvai hunai parxa
Sarkar le Kasai ko kuro sunn vayan","0","Shyam Giri",
"DOCTOR Durga prasaiko vanja vanne aviiyanta pakrau pareko x","0","Grg Ganga",
"Press pakreko haina ..byakti pakreko ho.....kina tauko dukhai aru lai","0","Puspa Khatiwada",
"रिहाइ नो","1","Radhakrishna Bhattarai",
"बंगलादेश बाट भारत हुदै नेपाल छिरेको मान्छे लाई जन्मभूमि फर्काउनु पर्छ","1","Ranjit Dhungel",
"अब श्रीलन्का को जस्तै जनता नजागे सम्म एजेन्ट हरु को पत्ता साफ हुदैन !","0","Thapa Manoj",
"Mafia Lai samaunu thulo kura ho ra?
Rajya vaneko sabaiko lagi ho!
Rajya le Sahi gareko xa 3 wota nagarikta dhari bideshi Lai pakrera","0","भट्टराई विश्व",
"Chupp kar","0","Uddhab Thapa",
"प्रेस , संचार माथी हस्तक्षेप होईन नागरिकता किर्ते गरेको तेरो बाउ ले लेख खाते पत्रुकार///","0","Raju Chaudhary",
"Aba kantipur media kharej gariyos yo Indian media ho India pathaiyos","0","Umesh Tamang Lama",
"Ani nagrita case ko k garne tw pagal haru manxe ko name maa janawor haru","0","Ramesh Khadka",
"एक बिदेशीले नेपाली बंशजको नागरिकता पायको कुरा छ यस्तो गम्भीर कुराको कुनै चर्चा छैन। बाउको अंगीकृत नागरिकता छोराको कसरी बंशज भयो एउटा गम्भीर कुरा मोडेर अर्को कुरामा जोडनु पनि कार्वाहीको भागीदार हुनु पर्ने हो बिडम्बना हाम्रा चोर नेताहरु ले 33,34 बर्ष देखि सरकारमा रहेर पनि यस्ता नचाहिने कुरा छापने लाई पनि कार्वाहीको डायरामा ल्याउन नसक्ने कानुन बनाउन नसक्नु ठुलो कमजोरी हो।अहिले नया भर्खरै आयको पार्टीले देश नै बिगारे जस्तो गर्छन् त चोर पत्रकार अनि चोर नेताहरु","0","Govinda Chapagain",
"नागरिकता किर्ते गरेको अभियोग मा पक्राउ परेको छ अनि भ्रान्तिपुरे ग्याङ हरु प्रेस माथि हमला भो भनेर रोइलो गर्दै दिउसै रात पार्ने प्रयास गर्दै छन। के प्रेस मा आबद्ध मा हुने बितिकै जे अपराध गर्न नि छुट पाउनुपर्ने हो कि के हो? हैन भने कानुनसम्मत पक्राउ गरेको कुरामा के को रोइलो?","0","Dwarika Prasad Siwakoti",
"हाक्थु तेरो पत्रकारिता  कान्तिपुरलाई नेपालिले बहिष्कार गरिसकेउ","0","Ryan Chamling Rai",
"Press mafiya birudda yek haw nagrikta kirty gareko ma sirohiya lai desh nikala gari afnai desh India pathau  !","0","Jitu Jung Chhetri",
"Sirohiya- Nepal ra Nepali ko Shatru .... Jaha vetyo tyahi thoknu","0","Machhindra Nepali",
"कान्तिपुर साला देस्द्रोही देसको दलाल मुलालाइ गोलि ठोक प्रचन्दे","0","Resham Pyasi Magar",
"घन्टाको स्वतन्त्र कहाँ छ स्वतन्त्र?कांग्रेसले चलाएको मिडिया स्वतन्त्र?stop yours nonsense😡😡😡","1","John Shahi",
"यसमा प्रेस स्वतन्त्रता चाई का बाट आयो???","0","भारद्वाज नेत्र",
"नक्कली काम गर्नेलाई पनि नबुझि समर्थन दिएको देखाउन पत्रिकाको नक्कली हर्कत","0","Nirmal Stha",
"11 भाइ हरुकाे रुवाबास छ","0","Mohankhatri Khatri",
"Siroya doshi vaye kda karbahi hunai parxa !","0","Bishnu Limbu Xetry",
"बिदेसी मिडिया लाई नि घुस दिइ सकेछ।","1","Suraj Regmi",
"Jetha bhailai jail pathaunu parcha","0","Tsering Dorjee",
"जसले जे भने पनि इ नेता हरुले पैसा मा बिकेर केहि दिन पछि धरौटी मा छुटेर जान्छ के सिरोहिया लेखेर राख्नु🤣","0","Hanccy AanG",
"नागरिकता किर्तेमा समातियको हो,,अनि कहाको प्रेस स्वतन्त्रताको हन्न भयो,,दुनियालाई भ्रम छरेर हुन्छ,,,कि कमपनिको मालिक भन्दैमा जे कसुर गरेपनि छुट दिनु पर्ने?","1","Raj Bajgain",
"Radaban haru","0","Prakash Bhatta",
"Yo Chor dalali Indian dhotilai India lakhatan parx","0","Umesh Tamang Lama",
"नाटक","0","Min Adhikari",
"bhitra hereko ta sabai nepal chapter rey.,.,","0","Padma Raj Sigdel",
"N runu babu n runu","0","Kabiraj Dhakal",
"Des ko dhamira blackmailer lai sajaya deu","0","Dipendra Timsina",
"यो देशको जिउदो छोरो रबि दाई ❤️❤️❤।  रबि र बालेन मिलेर हर्क दाइ पनि साथमा लिएर यो देश बनाम ! 
राजाले समेत नसकेको किर्ते बिहारी सिरोहियालाइ समातेर कानूनी उपचार गर्नु भएकोमा ❤️❤️❤️
रबि दाइ एउटा गृहमन्त्रि हुदा यिनीहरुको सातो गएको छ ! अब बालेंन र हर्क पनि आउदा कति राम्रो हुने थियो !","0","Colorado Talks",
"अब गयो जेलमा तिम्रो मालिक नागरिकता छानबिन मा😜","1","Hari Bhandari",
"थुक्क पत्रुकार को नाममा कलंङ्गक यस्लाइ सरकार ले छोडे जन्ताले ठोक्नु पर्छ अब","1","Kamal Kc",
"मिडिया सबै चोर हुन  सिरोहिया   नेपाली  कांग्रेस को हो   धमला आठ लाख पचास  हजारबिदेस पठाई दिने भनेर सोझा गरिब जनताको पैसालुटने लाई जेल मा सडाउनु पर्छ  काजु   बदाम लाई🤣","0","Tanka Bhattarai",
"Timra bharatiya malik ko gungan gaira kahile pani nathakne vayeu timi haru","0","Jageshwor Khadka",
"भारतीय दलाल हरुको एउटै स्वार कैलाश शिरोहिया लाई छोड
 नेपाललाई माया गर्नेहरुको एउटै स्वार कान्तिपुरको मालिकलाई सधाको लागि खोरमा हाल्देउ 😄","0","Bivash Panta",
"Sidhakura ko ""The Dark File"" banda garauda kaha thyo timi haru ??","0","Kishor Shrestha",
"मालिक थुनिएपछि छेराउटी लाएको बच्चाले पातलो दिसा बगाए झैँ छिनछिनमा सरापेका छन् त घरमन्त्रीलाई 😃😄😅 |","2","Anirwachaneeya Aatma",
"दलालहरु😡😡","0","Saa G AR",
"patrakarita hoina yo dalali ho","0","Acharya Ganesh",
"माग गराएको होला हौ। कान्तिपुर कस्तो थियो कलाकार राजाराम पौडेल लाई सोध्नु","0","Amir Mabo",
"कान्तिपुर को मालिकलाई पो प्रकाउ गरेको उनी त एक ब्यावासाहिक ब्यापारी हुन तर तेहा कार्यरत श्रमजीवी प्रत्रकारलाई धरपकड गरेको पक्राउ गरेको त हैन के को सोतन्त्र प्रेस हो ? नचाहिने कुरा ए तिम्रा मालिकले 2 नागरिक्ता किन बोकेका  किन ?नबोकेको भएत आज फन्दामा प्रथेनननि हैन र ?","1","Tiwari Gyan Prasad",
"जाे चाेर उसकै ठुलाे स्वर","0","Nirajan Bohara",
"Ani timra bau dhoti lai ni nepali manay ra desh lutairahanu parnay haina ta kai naboli kai nagari","0","Kishan Bhattarai",
"गायो कान्तिपुर भारतको राजेस्थान तिर 
भारतीयालाई नेपाली नगारिकता पाईन्छ ?
कालो काङ्ग्रेस आफ्नो ईमान बेच्दै  बस्","1","Aising Tamang",
"कान्तिपुर बहिस्कार गर्नु पर्छ अब","0","Nabin Khadayat",
"Yo kantipur lai unfollow garnw paryo 🙄jhau lagayo yesle","0","Ganesh Khanal",
"Sala chor ho sabai press","0","Kamal Thapa Magar",
"थु कान्तिपुर","0","Gk Gk",
"निस्पक्ष अनुसन्धान हुन नदिनु नै गल्ति हो भन्ने वुझिन्छ","0","Kala Trital",
"Aru ta tyestai ho Nepali kangresh ko roilo dekhda maya lagyo aba aune chuneb ma badarinu parxa 😂","0","Basnet Jiban",
"को को हुन देशद्रोही सबै ले चिनेर एक एक हिसाब राखौ पछि समातेर चुट्ट सजिलो हुनेछ हिचाडाहरु","0","Sunil Adhikari",
"रवि बाट परिचालित हुन इन्द्रजीत महतो.. पूर्वाग्रह बाहेक केइ होइन","0","Rance Mehata",
"Unfollow kantipur अभियान सफल पारौं","0","Tika BC",
"Dar dekhayeko jasto cha madey ley","0","सुनिश्चित खतिवडा",
"दुइ अलग अलग नम्बरका नागरिकता बोक्ने अनि के के आरती गरेर तिलक पाति लगाउनु पर्ने हो  कानुनको उल्लङ्घन गर्नेलाई????","0","Chandra Mishra",
"hal hal, lakh choti hal yei news","0","Mishan",
"कांग्रेस लगायत पुराना पार्टीहरु त्यसका नेता,कार्यकर्ता तिनिहरुको झोले पत्रकार,वकिल,डाक्टर,प्रध्यापक कथित नागरिक समाजका कुरा सुन्दा यस्तो लाग्छ यो देशमा पुराना पार्टीहरुले गणतन्त्र ल्यायकोले प्रधानमन्त्री गृहमन्त्री उनिहरु मात्र बन्न पाउनु पर्छ नया पार्टीहरुलाई खारेज गर्नु पर्छ ! यदी जनताले जितायर पठाय भने आन्दोलन गरेर काम गर्न अबरोध गर्नु पर्छ भन्ने अति दरिद्र मानसिकता देखिन्छ ! अरु त अरु भारतीय मुलका नेपाली कैलाश सिरोहियाले समेत हामिले गणतन्त्र ल्यायकोले हाम्रो कुरा सबैले मान्नु पर्छ भनेर खुला हुकार गरेका छन !","0","Stha Suresh",
"1000 % hayo boda","0","Rijan Purbeli",
"तेरा बाउ रिहाई","0","Gopal Poudel",
"खाते साला हरु कैलास सिरोहिया को नागरिकता दुइटा भयर पक्राउ परेको हो साला प्रेसप्रती कसरी हमला भयो","0","Shrestha Jiban",
"भारतिय दलाल कान्तिपुर मिडिया","0","Rabi Saport",
"#हाम्रो देशका पत्रकार देखेर अचम्म लाग्छ #
कान्तिपुरका अध्यक्ष कैलाश सिरोहियालाई नागरिकता किर्ते सम्बन्धि विषयमा पक्राउ गरेको हो अनि प्रेस स्वतन्त्रता माथीको हमला चाहिँ कसरी भयो ?
अचम्म छ बा ।","0","Binod Sharma",
"भारत सरकारले के भने?कि बाकी छ बोल्न?","1","PREMII SACHIIN",
"भ्रमको खेती कतिन्जेलसम्म गर्छ्स् कान्तिपुर मालिक  !? जति ढाकछोप  गर्न खोजेपनि तिम्रो कालो करतुतको पर्दा हटिसक्यो सिरोहिया महाराज !","0","Dilli Phejong",
"परिचालित हरु को डिङ !!","0","Himal Regmi",
"boycitt Lhenduo news paper","0","Ravi Sharma",
"तिमार ले नै जबर्जस्ति गर्न लगायको होला नि","0","Debendra Raj Bk",
"अब कन्तिपुर मिडिया को जति छन नेपालबाट  खरेजी गर्नु पर्छ  भारतको गुप्तचर सस्था हो","0","Biru Thapa",
"दलालको बच्चाबच्चीको रूवाई अझ बन्द भाको छैन","0","Nabin Gurung",
"स्वातन्त्र प्रेसको कुरा हैन होला नि यहाँ त अपराधको कुरो छ त","1","Khadga Devkota",
"पत्रकार भन्दै पत्रकारीताको बदनाम भयो  
सिरोहिया पत्रकार हो भन्दा","1","Pradeep Sapkota",
"चोर मुजिहरु","0","Tejendra Shahi",
"Sirohiya Patrakar ho vane 
Prasai pani doctor ho","0","Manish Poudel",
"गेडा को रिहाइ मुला","0","Bikash Thapa Magar",
"ये कान्तिपुर 100 मा99.9% जनता तेरो विपक्ष मा छन् र पनि त नसुध्रने हो?
यदि हो भने त अब को केही समय मा सकिन्छस","0","Suresh Pal",
"Yadi  Satya sabit vaye Kantipur TV HD  banda garna parcha  athaba malik jel janaparcha 🤔🤔🤔","0","Bhim Tamang",
"थुक्क २ ओटा  नागरिकताको किर्ते थाहा छैन तलाई मू***जी जे पनि लेख्छस् विचार गर नेपालको बरेमा लेख्ने कुन हो यसलाई कसले भन्यो कुन चोर हो त्यो पाता कसेर रोड मा लागेर घिसार त्यसलाई","0","Ganesh Lamichhane",
"रुन कराउन बन्द गर","0","निभेको उज्यालो",
"म त यो कान्तिपुरको समाचार ले दङ्ग दास परे बा।","1","Bodh Raj Lamsal",
